OrderNumber,EventStartTime,EventName,TicketType,OrganizationCategoryName,OrganizationName,OrganizationZipCode,OrganizationState,Quantity,OrganizationCity,School District,School Type,school_id,school_code,school_name,principal_name,sector,network,network_from_pdf,city_council_district,grades_served,admission_category,report_type,enrollment_oct1,students_served_full_year,pct_american_indian,pct_asian,pct_black,pct_hispanic,pct_multiracial,pct_pacific_islander,pct_white,pct_iep,pct_english_learners,pct_economically_disadvantaged,student_attendance_2324,teacher_attendance_2324,pct_attend_95plus,pct_attend_90plus,dropouts_2324,graduation_rate_2324,keystone_algebra_2324,keystone_biology_2324,keystone_literature_2324,pssa_grade3_reading,pssa_grade3_8_reading,pssa_grade3_math,pssa_grade3_8_math,pssa_science,nocti_2324,pdf_url
100920462,11/2/2022,Gallery Lessons,Adult,PreK-12 Free,Walter B. Saul High School,19128,Philadelphia,5,Pennsylvania,Philadelphia City SD,Public,6040,6040,Walter B. Saul High School,"Samuel Howell
Sector District",District,Network 15,Network 15,District 4,9-12,Criteria,High School,415,420.0,0.2,1.2,64.1,12.8,4.8,0.0,16.9,17.6,1.5,69.2,57.4,94.1,26.2,57.4,1.0,95.7,10.8,25.5,47.8,,,,,,59.3,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6040%5D_SP_SPREE_SPOTlight.pdf
100920516,1/11/2023,Gallery Lessons,Adult,PreK-12 Free,William C. Longstreth School,19143,Philadelphia,11,Pennsylvania,Philadelphia City SD,Public,1350,1350,William C. Longstreth School,"Nicole Harris
Sector District",District,Network 1,Network 1,District 3,K-8,Catchment,High School,248,307.0,0.4,0.0,94.8,3.2,0.8,0.0,0.8,34.7,2.0,87.9,47.2,78.3,25.1,47.2,0.0,,,,,8.3,15.6,,0.6,25.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B1350%5D_SP_SPREE_SPOTlight.pdf
100920522,10/19/2022,Gallery Lessons,Adult,PreK-12 Free,Central High School,,,4,,Philadelphia City SD,Public,6010,6010,Central High School,"Katharine Davis
Sector District",District,Network 15,Network 15,District 8,9-12,Criteria,High School,2288,2291.0,0.2,36.2,21.6,10.1,4.2,0.1,27.6,2.0,2.8,55.8,90.2,92.7,70.0,90.2,2.0,99.3,89.5,88.4,98.4,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6010%5D_SP_SPREE_SPOTlight.pdf
100920523,10/25/2022,Gallery Lessons,Adult,PreK-12 Free,Franklin Learning Center,19130,Philadelphia,1,Pennsylvania,Philadelphia City SD,Public,2290,2290,Franklin Learning Center,"Nicole Lee
Sector District",District,Network 15,Network 15,District 5,9-12,Criteria,High School,765,801.0,0.3,11.9,48.2,30.5,2.8,0.4,6.0,7.1,22.0,79.2,61.2,83.6,35.3,61.2,17.0,89.5,25.1,45.8,78.0,,,,,,78.7,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2290%5D_SP_SPREE_SPOTlight.pdf
100920527,12/21/2022,Gallery Lessons,Adult,PreK-12 Free,Anne Frank School,19115-3319,Philadelphia,5,PA,Philadelphia City SD,Public,8400,8400,Anne Frank School,"Max Komins
Sector District",District,Network 10,Network 10,District 10,K-5,Catchment,High School,1482,1624.0,0.1,35.3,12.4,9.5,3.0,0.1,39.7,9.0,39.7,67.1,83.3,93.2,55.1,83.3,23.0,,,,,53.3,59.3,52.1,55.4,77.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B8400%5D_SP_SPREE_SPOTlight.pdf
100920533,11/15/2022,Gallery Lessons,Adult,PreK-12 Free,Potter Thomas School,19133-2824,Philadelphia,2,PA,Philadelphia City SD,Public,5390,5390,Potter-Thomas School,"Nichole Polk
Sector District",District,Network 8,Network 8,District 7,K-8,Catchment,High School,360,419.0,0.0,0.0,23.3,74.7,1.1,0.0,0.8,24.4,22.5,90.8,46.5,93.0,20.8,46.5,1.0,,,,,23.3,17.0,20.0,4.2,27.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5390%5D_SP_SPREE_SPOTlight.pdf
100921916,10/27/2022,Gallery Lessons,Adult,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,3,PA,Unaffiliated,Catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100925035,12/8/2022,Gallery Lessons,Adult,PreK-12,Emmaus HS,18049,Emmaus,2,Pennsylvania,East Penn SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100925038,2/16/2023,Gallery Lessons,Adult,PreK-12 Free,George W. Sharswood School,19148-4004,Philadelphia,6,PA,Philadelphia City SD,Public,2630,2630,George W. Sharswood School,"Leigh McLinden
Sector District",District,Network 2,Network 2,District 1,K-8,Catchment,High School,328,351.0,0.6,19.5,10.4,24.1,4.3,0.0,41.2,33.8,19.2,81.4,64.1,90.6,39.0,64.1,0.0,,,,,31.8,32.2,31.8,21.9,46.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2630%5D_SP_SPREE_SPOTlight.pdf
100926072,11/18/2022,Admission,Adult,PreK-12,Bridgewater-Raritan HS,8807,Bridgewater,2,New Jersey,Bridgewater-Raritan Regional SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100926120,12/15/2022,Gallery Lessons,Adult,PreK-12,Owen J Roberts HS,19465,Pottstown,3,Pennsylvania,Owen J. Roberts SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100926155,11/3/2022,Admission,Adult,PreK-12,Quakertown Christian School,18951,Quakertown,3,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100926528,11/22/2022,Gallery Lessons,Adult,PreK-12 Free,Holy Innocents School,19124,Philadelphia,3,Pennsylvania,Archdiocese of Philadelphia,Archdiocese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100928410,12/20/2022,Gallery Lessons,Adult,PreK-12 Free,Anne Frank School,19115-3319,Philadelphia,2,PA,Philadelphia City SD,Public,8400,8400,Anne Frank School,"Max Komins
Sector District",District,Network 10,Network 10,District 10,K-5,Catchment,High School,1482,1624.0,0.1,35.3,12.4,9.5,3.0,0.1,39.7,9.0,39.7,67.1,83.3,93.2,55.1,83.3,23.0,,,,,53.3,59.3,52.1,55.4,77.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B8400%5D_SP_SPREE_SPOTlight.pdf
100929017,1/17/2023,Gallery Lessons,Adult,PreK-12 Free,Anne Frank School,19115-3319,Philadelphia,2,PA,Philadelphia City SD,Public,8400,8400,Anne Frank School,"Max Komins
Sector District",District,Network 10,Network 10,District 10,K-5,Catchment,High School,1482,1624.0,0.1,35.3,12.4,9.5,3.0,0.1,39.7,9.0,39.7,67.1,83.3,93.2,55.1,83.3,23.0,,,,,53.3,59.3,52.1,55.4,77.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B8400%5D_SP_SPREE_SPOTlight.pdf
100929131,1/10/2023,Gallery Lessons,Adult,PreK-12 Free,Anne Frank School,19115-3319,Philadelphia,2,PA,Philadelphia City SD,Public,8400,8400,Anne Frank School,"Max Komins
Sector District",District,Network 10,Network 10,District 10,K-5,Catchment,High School,1482,1624.0,0.1,35.3,12.4,9.5,3.0,0.1,39.7,9.0,39.7,67.1,83.3,93.2,55.1,83.3,23.0,,,,,53.3,59.3,52.1,55.4,77.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B8400%5D_SP_SPREE_SPOTlight.pdf
100929132,12/13/2022,Gallery Lessons,Adult,PreK-12 Free,Tanner G. Duckrey School,19121-2310,Philadelphia,8,PA,Philadelphia City SD,Public,4460,4460,Tanner G. Duckrey School,"David Cohen
Sector District",District,Network 8,Network 8,District 5,K-8,Catchment,High School,423,530.0,0.2,1.2,91.7,4.7,1.9,0.0,0.2,22.7,1.9,91.7,36.4,90.6,17.4,36.4,1.0,,,,,34.9,19.6,27.3,8.9,16.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4460%5D_SP_SPREE_SPOTlight.pdf
100929213,11/15/2022,Gallery Lessons,Adult,PreK-12,Community Partnership School,19121-2029,Philadelphia,3,PA,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100929214,12/13/2022,Gallery Lessons,Adult,PreK-12 Free,William Rowen School,19126-1534,Philadelphia,3,PA,Philadelphia City SD,Public,7530,7530,William Rowen School,"Angela Ryans
Sector District",District,Network 6,Network 6,District 9,K-5,Catchment,High School,311,359.0,0.3,0.3,90.4,4.8,1.9,0.6,1.6,20.9,3.2,83.9,60.5,78.3,32.9,60.5,23.0,,,,,21.4,22.4,11.4,7.6,38.3,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B7530%5D_SP_SPREE_SPOTlight.pdf
100929420,1/24/2023,Gallery Lessons,Adult,PreK-12 Free,Anne Frank School,19115-3319,Philadelphia,2,PA,Philadelphia City SD,Public,8400,8400,Anne Frank School,"Max Komins
Sector District",District,Network 10,Network 10,District 10,K-5,Catchment,High School,1482,1624.0,0.1,35.3,12.4,9.5,3.0,0.1,39.7,9.0,39.7,67.1,83.3,93.2,55.1,83.3,23.0,,,,,53.3,59.3,52.1,55.4,77.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B8400%5D_SP_SPREE_SPOTlight.pdf
100933621,10/19/2022,Gallery Lessons,Adult,PreK-12 Free,Central High School,,,4,,Philadelphia City SD,Public,6010,6010,Central High School,"Katharine Davis
Sector District",District,Network 15,Network 15,District 8,9-12,Criteria,High School,2288,2291.0,0.2,36.2,21.6,10.1,4.2,0.1,27.6,2.0,2.8,55.8,90.2,92.7,70.0,90.2,2.0,99.3,89.5,88.4,98.4,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6010%5D_SP_SPREE_SPOTlight.pdf
100933644,10/27/2022,Gallery Lessons,Adult,PreK-12,Rancocas Valley Regional High School,8060,Mount Holly,2,New Jersey,Rancocas Valley SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100935814,1/26/2023,Gallery Lessons,Adult,PreK-12 Free,Olney School,19120-3246,Philadelphia,10,PA,Philadelphia City SD,Public,7400,7400,Olney Elementary School,"Martin Woodside
Sector District",District,Network 7,Network 7,District 9,K-8,Catchment,High School,693,777.0,0.1,11.3,42.0,43.3,2.6,0.0,0.7,12.4,32.5,82.4,63.5,73.9,33.9,63.5,0.0,,,,,39.7,33.9,26.3,10.8,28.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B7400%5D_SP_SPREE_SPOTlight.pdf
100935865,11/4/2022,PreK-12 Online Learning,Adult,PreK-12 Free,Avery D. Harrington School,19143-3117,Philadelphia,3,PA,Philadelphia City SD,Public,1300,1300,Avery D. Harrington School,"Marlita Thorn
Sector District",District,Network 1,Network 1,District 3,K-8,Catchment,High School,289,333.0,0.0,0.4,91.0,4.8,2.1,0.0,1.7,28.4,1.7,86.2,50.1,83.3,27.0,50.2,0.0,,,,,26.9,26.5,19.2,11.6,17.0,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B1300%5D_SP_SPREE_SPOTlight.pdf
100936157,11/4/2022,PreK-12 Online Learning,Adult,PreK-12 Free,Anne Frank School,19115-3319,Philadelphia,1,PA,Philadelphia City SD,Public,8400,8400,Anne Frank School,"Max Komins
Sector District",District,Network 10,Network 10,District 10,K-5,Catchment,High School,1482,1624.0,0.1,35.3,12.4,9.5,3.0,0.1,39.7,9.0,39.7,67.1,83.3,93.2,55.1,83.3,23.0,,,,,53.3,59.3,52.1,55.4,77.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B8400%5D_SP_SPREE_SPOTlight.pdf
100936202,12/22/2022,Gallery Lessons,Adult,PreK-12,Clearview Regional High School,08062-2421,Mullica Hill,3,NJ,Clearview Regional SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100936210,4/27/2023,Gallery Lessons,Adult,PreK-12 Free,Roxborough High School,19128-2516,Philadelphia,3,PA,Philadelphia City SD,Public,6030,6030,Roxborough High School,,District,Network 13,Network 13,District 4,9-12,Catchment,High School,628,766.0,0.2,0.2,82.3,7.3,4.3,0.2,5.6,35.0,2.9,80.1,40.5,72.3,20.1,40.5,34.0,70.0,4.8,8.7,23.6,,,,,,16.4,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6030%5D_SP_SPREE_SPOTlight.pdf
100937124,11/4/2022,PreK-12 Online Learning,Adult,PreK-12 Free,Avery D. Harrington School,19143-3117,Philadelphia,3,PA,Philadelphia City SD,Public,1300,1300,Avery D. Harrington School,"Marlita Thorn
Sector District",District,Network 1,Network 1,District 3,K-8,Catchment,High School,289,333.0,0.0,0.4,91.0,4.8,2.1,0.0,1.7,28.4,1.7,86.2,50.1,83.3,27.0,50.2,0.0,,,,,26.9,26.5,19.2,11.6,17.0,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B1300%5D_SP_SPREE_SPOTlight.pdf
100943276,12/15/2022,Gallery Lessons,Adult,PreK-12,Conrad Weiser HS,19551,Robesonia,1,Pennsylvania,Conrad Weiser Area SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100943319,11/4/2022,PreK-12 Online Learning,3rd Grade Student,PreK-12 Free,Frances E. Willard School,19134,Philadelphia,26,Pennsylvania,Philadelphia City SD,Public,5440,5440,Frances E. Willard School,"Diana Garcia
Sector District",District,Network 9,Network 9,District 1,K-4,Catchment,High School,405,450.0,0.3,0.5,28.2,64.7,2.2,0.0,4.2,27.4,17.0,86.2,54.2,91.2,24.4,54.2,23.0,,,,,12.7,13.6,13.6,12.8,42.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5440%5D_SP_SPREE_SPOTlight.pdf
100944312,11/10/2022,Admission,Adult,PreK-12,Garnet Valley HS,19342-1558,Glen Mills,3,PA,Garnet Valley SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100944347,5/24/2023,Gallery Lessons,Adult,PreK-12 Free,Academy for the Middle Years at Northwest,19128,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public,6480,6480,Academy for the Middle Years at Northwest,"Jodan Floyd
Sector District",District,Network 5,Network 5,District 4,6-8,Criteria,High School,134,139.0,0.0,1.5,82.8,9.0,5.2,0.0,1.5,20.9,0.8,86.6,75.5,93.3,43.2,75.5,0.0,,,,,,46.6,,24.8,29.4,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6480%5D_SP_SPREE_SPOTlight.pdf
100944348,5/25/2023,Gallery Lessons,Adult,PreK-12 Free,Academy for the Middle Years at Northwest,19128,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public,6480,6480,Academy for the Middle Years at Northwest,"Jodan Floyd
Sector District",District,Network 5,Network 5,District 4,6-8,Criteria,High School,134,139.0,0.0,1.5,82.8,9.0,5.2,0.0,1.5,20.9,0.8,86.6,75.5,93.3,43.2,75.5,0.0,,,,,,46.6,,24.8,29.4,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6480%5D_SP_SPREE_SPOTlight.pdf
100944718,11/14/2022,Admission,Adult,PreK-12,Souderton Area SHS,18964-2310,Souderton,2,PA,Souderton Area SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100944724,4/19/2023,Gallery Lessons,Adult,PreK-12 Free,Eleanor C. Emlen School,19119,Philadelphia,19,Pennsylvania,Philadelphia City SD,Public,6220,6220,Eleanor C. Emlen School,"Tammy Thomas
Sector District",District,Network 6,Network 6,District 8,K-5,Catchment,High School,296,325.0,2.0,0.0,85.8,5.1,5.4,0.0,1.7,34.8,1.4,80.1,69.2,85.2,37.5,69.2,23.0,,,,,47.1,33.8,20.6,15.7,37.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6220%5D_SP_SPREE_SPOTlight.pdf
100944729,10/27/2022,Gallery Lessons,Adult,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,3,PA,Unaffiliated,Catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100944745,11/1/2022,Gallery Lessons,Adult,PreK-12,Greene Street Friends School,19144,Philadelphia,9,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100944755,5/24/2023,Gallery Lessons,Adult,PreK-12 Free,Academy for the Middle Years at Northwest,19128,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public,6480,6480,Academy for the Middle Years at Northwest,"Jodan Floyd
Sector District",District,Network 5,Network 5,District 4,6-8,Criteria,High School,134,139.0,0.0,1.5,82.8,9.0,5.2,0.0,1.5,20.9,0.8,86.6,75.5,93.3,43.2,75.5,0.0,,,,,,46.6,,24.8,29.4,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6480%5D_SP_SPREE_SPOTlight.pdf
100944820,12/7/2022,Gallery Lessons,Adult,PreK-12 Free,Discovery Place-Little People,19148,Philadelphia,20,Pennsylvania,Philadelphia City SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100944823,3/9/2023,Gallery Lessons,Adult,PreK-12 Free,Ad Prima CS,19151,Philadelphia,6,Pennsylvania,Unaffiliated,Charter,3379,3379,Ad Prima Charter School,"Niya Blackwell
Sector Charter",Charter,Charters,Charters,District 4,K-8,Citywide,High School,583,607.0,0.2,0.9,92.6,1.9,3.8,0.0,0.7,22.1,1.9,100.0,79.2,,49.6,79.2,5.0,,,,,27.7,36.8,20.0,20.3,43.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3379%5D_SP_SPREE_SPOTlight.pdf
100944917,11/23/2022,Gallery Lessons,Adult,PreK-12 Free,Discovery Place-Little People,19148,Philadelphia,20,Pennsylvania,Philadelphia City SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100944918,3/2/2023,Gallery Lessons,Adult,PreK-12,Trinity Playgroup,19103-6503,Philadelphia,7,PA,Unaffiliated,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100944919,12/22/2022,Gallery Lessons,Adult,PreK-12 Free,Roxborough High School,19128-2516,Philadelphia,2,PA,Philadelphia City SD,Public,6030,6030,Roxborough High School,,District,Network 13,Network 13,District 4,9-12,Catchment,High School,628,766.0,0.2,0.2,82.3,7.3,4.3,0.2,5.6,35.0,2.9,80.1,40.5,72.3,20.1,40.5,34.0,70.0,4.8,8.7,23.6,,,,,,16.4,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6030%5D_SP_SPREE_SPOTlight.pdf
100945638,11/7/2022,PreK-12 Online Learning,Adult,PreK-12 Free,Fitler Academics Plus School,19144-3667,Philadelphia,2,PA,Philadelphia City SD,Public,6230,6230,Fitler Academics Plus School,"Katherine Sylvester
Sector District",District,Network 5,Network 5,District 8,K-8,Citywide,High School,177,180.0,0.6,0.0,94.9,3.4,1.1,0.0,0.0,23.7,1.1,84.8,68.3,80.0,32.2,68.3,0.0,,,,,,22.8,,4.4,31.4,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6230%5D_SP_SPREE_SPOTlight.pdf
100945742,11/7/2022,PreK-12 Online Learning,Pre-K Student,PreK-12 Free,Riletta Twyne Cream Family School,8104,Camden,100,New Jersey,Camden City SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100951663,2/22/2023,Gallery Lessons,Adult,PreK-12 Free,Riletta Twyne Cream Family School,8104,Camden,20,New Jersey,Camden City SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100951754,11/15/2022,Gallery Lessons,Adult,PreK-12 Free,Martha Washington School,19104,Philadelphia,3,Pennsylvania,Philadelphia City SD,Public,1420,1420,Martha Washington School,"Lakeisha Patrick
Sector District",District,Network 3,Network 3,District 3,K-8,Catchment,High School,220,256.0,0.0,2.3,85.5,5.0,4.1,0.0,3.2,47.7,2.3,87.3,48.8,88.5,25.8,48.8,0.0,,,,,,28.8,,7.4,42.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B1420%5D_SP_SPREE_SPOTlight.pdf
100951854,11/29/2022,Gallery Lessons,Adult,PreK-12 Free,George W. Childs School,19146-4825,Philadelphia,6,PA,Philadelphia City SD,Public,2260,2260,George W. Childs School,"Janis Butler
Sector District",District,Network 2,Network 2,District 2,K-8,Catchment,High School,410,467.0,0.0,16.1,42.0,28.1,5.9,0.0,8.1,27.1,27.3,77.3,60.4,78.1,39.6,60.4,1.0,,,,,39.5,28.2,38.1,17.1,29.3,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2260%5D_SP_SPREE_SPOTlight.pdf
100951902,11/14/2022,PreK-12 In-School Pre-Visit Lessons,Adult,PreK-12 Free,Discovery Place-Little People,19148,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100951902,12/6/2022,PreK-12 In-School Pre-Visit Lessons,Adult,PreK-12 Free,Discovery Place-Little People,19148,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100952028,11/22/2022,Gallery Lessons,Adult,PreK-12 Free,Mastery CS - Smedley Campus,19124-1359,Philadelphia,2,PA,Unaffiliated,Charter,3409,3409,Mastery Charter School at Smedley,Joel Boyd,Charter,Charters,Charters,District 7,K-6,Catchment,High School,782,797.0,0.4,0.3,61.1,31.1,4.1,0.3,2.8,28.3,5.9,98.3,,,41.8,72.3,,,,,,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3409%5D_SP_SPREE_SPOTlight.pdf
100952033,11/10/2022,Gallery Lessons,Adult,PreK-12,El Centro de Estudiantes (Big Picture),19124,Philadelphia,3,Pennsylvania,Unaffiliated,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100952911,11/10/2022,Gallery Lessons,Adult,PreK-12 Free,El Centro de Estudiantes (Big Picture),19124,Philadelphia,3,Pennsylvania,Unaffiliated,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100953003,3/22/2023,Gallery Lessons,Adult,PreK-12 Free,Riletta Twyne Cream Family School,8104,Camden,20,New Jersey,Camden City SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100953004,3/29/2023,Gallery Lessons,Adult,PreK-12 Free,Riletta Twyne Cream Family School,8104,Camden,20,New Jersey,Camden City SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100953015,4/26/2023,Gallery Lessons,Adult,PreK-12 Free,Riletta Twyne Cream Family School,8104,Camden,20,New Jersey,Camden City SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100953023,11/3/2022,Admission,Adult,PreK-12 Free,Central High School,,,2,,Philadelphia City SD,Public,6010,6010,Central High School,"Katharine Davis
Sector District",District,Network 15,Network 15,District 8,9-12,Criteria,High School,2288,2291.0,0.2,36.2,21.6,10.1,4.2,0.1,27.6,2.0,2.8,55.8,90.2,92.7,70.0,90.2,2.0,99.3,89.5,88.4,98.4,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6010%5D_SP_SPREE_SPOTlight.pdf
100953215,2/7/2023,Gallery Lessons,Adult,PreK-12 Free,Laura H. Carnell School,19111-5826,Philadelphia,6,PA,Philadelphia City SD,Public,7220,7220,Laura H. Carnell School,"Tiffany Osei
Sector District",District,Network 10,Network 10,District 9,K-5,Catchment,High School,635,763.0,0.3,2.1,45.7,45.2,1.4,0.8,4.6,10.9,36.5,75.8,59.0,61.4,30.1,59.0,23.0,,,,,19.8,16.5,10.6,9.5,39.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B7220%5D_SP_SPREE_SPOTlight.pdf
100953215,4/11/2023,Gallery Lessons,Adult,PreK-12 Free,Laura H. Carnell School,19111-5826,Philadelphia,6,PA,Philadelphia City SD,Public,7220,7220,Laura H. Carnell School,"Tiffany Osei
Sector District",District,Network 10,Network 10,District 9,K-5,Catchment,High School,635,763.0,0.3,2.1,45.7,45.2,1.4,0.8,4.6,10.9,36.5,75.8,59.0,61.4,30.1,59.0,23.0,,,,,19.8,16.5,10.6,9.5,39.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B7220%5D_SP_SPREE_SPOTlight.pdf
100953215,4/12/2023,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Laura H. Carnell School,19111-5826,Philadelphia,2,PA,Philadelphia City SD,Public,7220,7220,Laura H. Carnell School,"Tiffany Osei
Sector District",District,Network 10,Network 10,District 9,K-5,Catchment,High School,635,763.0,0.3,2.1,45.7,45.2,1.4,0.8,4.6,10.9,36.5,75.8,59.0,61.4,30.1,59.0,23.0,,,,,19.8,16.5,10.6,9.5,39.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B7220%5D_SP_SPREE_SPOTlight.pdf
100953215,5/23/2023,Gallery Lessons,Adult,PreK-12 Free,Laura H. Carnell School,19111-5826,Philadelphia,6,PA,Philadelphia City SD,Public,7220,7220,Laura H. Carnell School,"Tiffany Osei
Sector District",District,Network 10,Network 10,District 9,K-5,Catchment,High School,635,763.0,0.3,2.1,45.7,45.2,1.4,0.8,4.6,10.9,36.5,75.8,59.0,61.4,30.1,59.0,23.0,,,,,19.8,16.5,10.6,9.5,39.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B7220%5D_SP_SPREE_SPOTlight.pdf
100953215,5/24/2023,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Laura H. Carnell School,19111-5826,Philadelphia,2,PA,Philadelphia City SD,Public,7220,7220,Laura H. Carnell School,"Tiffany Osei
Sector District",District,Network 10,Network 10,District 9,K-5,Catchment,High School,635,763.0,0.3,2.1,45.7,45.2,1.4,0.8,4.6,10.9,36.5,75.8,59.0,61.4,30.1,59.0,23.0,,,,,19.8,16.5,10.6,9.5,39.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B7220%5D_SP_SPREE_SPOTlight.pdf
100957926,11/16/2022,Gallery Lessons,Adult,PreK-12 Free,Liguori Academy-Fortis,19134,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100957959,12/15/2022,Gallery Lessons,Adult,PreK-12,Conrad Weiser HS,19551,Robesonia,1,Pennsylvania,Conrad Weiser Area SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100958424,12/22/2022,Gallery Lessons,Adult,PreK-12,Clearview Regional High School,08062-2421,Mullica Hill,3,NJ,Clearview Regional SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
